,PLACEID,BOROUGH CODE,FACILITY TYPE,FEATURE NAME,longitude,latitude,FACILITY TYPE NAME,ACTIVITY_CATEGORY,BOROUGH NAME
14927,1024891,4.0,4,WOODSIDE PLAZA,-73.904731805048,40.745314336122,Recreational Facility,recreation,Queens
14929,1036225,4.0,4,ELECTRIC PLAYGROUND FIELD,-73.805185281548,40.736127324191,Recreational Facility,recreation,Queens
14930,1033068,2.0,4,WOODLAWN DOG RUN,-73.873196330619,40.899591058728,Recreational Facility,recreation,Bronx
14932,1033008,4.0,9,SEPHARDIC JEWISH CONGREGATION & CENTER OF QUEENS,-73.852362142357,40.725527090508,Religious Institution,culture,Queens
14934,3559,3.0,9,BK HEIGHTS SYNG,-73.993152617247,40.693924657379,Religious Institution,culture,Brooklyn
14935,1035338,2.0,4,ORCHARD BEACH MAINTENACE AND OPERATION OFFICE,-73.794883187781,40.864913168952,Recreational Facility,recreation,Bronx
14941,1037122,4.0,4,JUNIPER VALLEY PARK COMFORT STATION 78 ST,-73.87744030254,40.720646237039,Recreational Facility,recreation,Queens
14942,1018046,5.0,4,NEW YORK CHINESE SCHOLARS GARDEN,-74.104364140004,40.641872829705,Recreational Facility,recreation,Staten Island
14943,1002417,3.0,9,TRINITY UNITED PRESBY CHURCH,-73.910244313409,40.692265987043,Religious Institution,culture,Brooklyn
14945,1024195,1.0,4,FT TRYON PARK ESTATE ENTRANCE GATES,-73.935355981692,40.859774753854,Recreational Facility,recreation,Manhattan
14946,17209,4.0,4,DETECTIVE KEITH L WILLIAMS FIELD HOUSE,-73.783507307548,40.701856361439,Recreational Facility,recreation,Queens
14947,14011,4.0,6,MOTTS BASIN BUOY 6,-73.755844936874,40.610526515221,Transportation Facility,transportation,Queens
14949,6040,4.0,3,FAIR THEATRE,-73.87868659735,40.763338324844,Cultural Facility,culture,Queens
14953,5777,3.0,3,RED HOOK LIBRARY,-74.010316875443,40.675304221388,Cultural Facility,culture,Brooklyn
14954,1031550,2.0,6,GRAND CONCOURSE OVER E  174 ST,-73.91114277773,40.844743222506,Transportation Facility,transportation,Bronx
14955,14901,3.0,4,PROSPECT PARK MIDDLE LONG MEADOW,-73.971723859831,40.664695218682,Recreational Facility,recreation,Brooklyn
14957,1035648,2.0,4,AILEEN RYAN RECREATION COMPLEX,-73.823228513577,40.849034016181,Recreational Facility,recreation,Bronx
14959,1035851,4.0,4,MARCONI PARK ATHLETIC FIELD,-73.795154378013,40.693570617858,Recreational Facility,recreation,Queens
14965,6908,3.0,6,PORT JERSEY CHANNEL LIGHTED BUOY 2,-74.057159859282,40.659433227184,Transportation Facility,transportation,Brooklyn
14967,8446,3.0,6,SECOND AVENUE YARD,-74.011782754481,40.657107713328,Transportation Facility,transportation,Brooklyn
14974,8237,4.0,6,LAGUARDIA AIRPORT TERMINAL B,-73.872835393454,40.774522940197,Transportation Facility,transportation,Queens
14975,1024348,1.0,4,INWOOD HILL PARK WHITE PINES,-73.927719015417,40.870250404361,Recreational Facility,recreation,Manhattan
14979,7242,3.0,9,FIRST BAPTIST CHURCH BROWNSVILLE,-73.909659724669,40.662662829886,Religious Institution,culture,Brooklyn
14980,1351,1.0,4,SAM & SADIE KOENIG GARDEN,-73.978368970969,40.724074848313,Recreational Facility,recreation,Manhattan
14985,1078,4.0,4,BUZ O'ROURKE PLAYGROUND,-73.77136186347,40.771043929778,Recreational Facility,recreation,Queens
14989,1031632,5.0,6,PARKING EXIT RAMP OVER SIRT,-74.073381976093,40.642925710649,Transportation Facility,transportation,Staten Island
14990,17192,2.0,4,MIRACLE GARDEN,-73.887751079114,40.842445079722,Recreational Facility,recreation,Bronx
14993,17588,2.0,4,SOUNDVIEW PARK PLAYGROUND METCALF AVE,-73.870474124402,40.817674567272,Recreational Facility,recreation,Bronx
14996,1030029,1.0,9,WESTERN ORTHODOX HISPANIC CHURCH ST ISIDORO & ST LEANDRO,-73.978383620598,40.721714276348,Religious Institution,culture,Manhattan
15000,5627,4.0,6,HOWARD BEACH MOTOR CLUB,-73.832007265631,40.654193632226,Transportation Facility,transportation,Queens
15004,1037235,1.0,4,LITTLE ISLAND PARK,-74.010373514441,40.741898962749,Recreational Facility,recreation,Manhattan
15009,1031533,2.0,6,CROTONA AVE OVER EAST FORDHAM RD,-73.881899659108,40.857390422314,Transportation Facility,transportation,Bronx
15015,3537,1.0,9,ISRAEL TEMPLE 75 ST,-73.961809881551,40.77264894874,Religious Institution,culture,Manhattan
15016,1032088,5.0,9,GATEWAY CHURCH,-74.230854019868,40.522923140013,Religious Institution,culture,Staten Island
15019,1002151,3.0,4,BABI YAR TRIANGLE,-73.954626049375,40.579397089583,Recreational Facility,recreation,Brooklyn
15023,934,1.0,6,WASHINGTON,-73.928523491964,40.84700903485,Transportation Facility,transportation,Manhattan
15024,1006064,4.0,4,FLUSHING MEADOWS PITCH & PUTT BUILDING,-73.841716603414,40.751677922794,Recreational Facility,recreation,Queens
15025,1031623,5.0,6,FOREST AVE FTBR OVR STRM IN PRK,-74.122183663038,40.62619192942,Transportation Facility,transportation,Staten Island
15030,1037132,4.0,4,JUNIPER VALLEY PARK BRENNAN SOCCER FIELD,-73.884280446142,40.720013346771,Recreational Facility,recreation,Queens
15034,1029789,2.0,9,ASSEMBLY CHRISTIAN CHURCH,-73.895634840401,40.825585404587,Religious Institution,culture,Bronx
15036,1038901,5.0,3,CHARLESTON LIBRARY,-74.232196877615,40.531003956983,Cultural Facility,culture,Staten Island
15037,1035048,3.0,4,KEAP FOURTH COMMUNITY GARDEN,-73.954832676282,40.709089105016,Recreational Facility,recreation,Brooklyn
15038,1036049,3.0,4,BROWNSVILLE GREEN COMMUNITY GARDEN,-73.921091508985,40.668799861348,Recreational Facility,recreation,Brooklyn
15040,1004544,2.0,3,RIVERDALE YMHA YWHA,-73.908418215695,40.904952510998,Cultural Facility,culture,Bronx
15045,5635,4.0,3,EAST ELMHURST LIBRARY,-73.873886033522,40.762490004138,Cultural Facility,culture,Queens
15047,1036829,3.0,4,ST ANDREWS PLAYGROUND,-73.942235584673,40.678693285211,Recreational Facility,recreation,Brooklyn
15048,1119,1.0,4,CENTRAL PARK THE BLOCKHOUSE,-73.956291783318,40.798678428994,Recreational Facility,recreation,Manhattan
15051,1031339,4.0,6,ROOSEVELT AVENUE OV CSX-HELLGATE,-73.894302636395,40.74658198032,Transportation Facility,transportation,Queens
15052,3673,3.0,9,ST MICHAELS CHURCH JEROME AVE,-73.887183528226,40.676404499307,Religious Institution,culture,Brooklyn
15053,1027236,1.0,4,HIGH LINE W 30 ST ENTRANCE,-74.001984944742,40.75229845465,Recreational Facility,recreation,Manhattan
15055,1033391,3.0,3,KINGS THEATRE,-73.957598110393,40.645927368125,Cultural Facility,culture,Brooklyn
15057,6729,4.0,6,CONEY ISLAND CHANNEL BUOY 1,-73.957641366528,40.56069925042,Transportation Facility,transportation,Queens
15058,6885,2.0,4,RIVERDALE STABLES,-73.894178417219,40.901726508142,Recreational Facility,recreation,Bronx
15060,1035093,1.0,4,DAG HAMMARSKJOLD PLAZA,-73.969020171015,40.75239755683,Recreational Facility,recreation,Manhattan
15061,1026725,1.0,4,TOMPKINS SQUARE PARK,-73.981714236404,40.726460308667,Recreational Facility,recreation,Manhattan
15062,501,2.0,4,BLACK ROCK PLAYGROUND,-73.857989787368,40.828474252017,Recreational Facility,recreation,Bronx
15069,1031096,1.0,6,CTRL PK PED PTH E 79 OVR TRNVS,-73.965064539421,40.777873350611,Transportation Facility,transportation,Manhattan
15070,19576,5.0,4,WILLOWBROOK PARK COMFORT STATION,-74.15863641981,40.604170351681,Recreational Facility,recreation,Staten Island
15071,6204,5.0,6,ARTHUR KILL CHANNEL LIGHTED BUOY 21,-74.216103161027,40.561121246314,Transportation Facility,transportation,Staten Island
15076,1035105,4.0,4,OLD HICKORY PLAYGROUND,-73.953752583329,40.74173322543,Recreational Facility,recreation,Queens
15078,14149,1.0,3,JAVITS CENTER,-74.003413066772,40.757460121442,Cultural Facility,culture,Manhattan
15079,1029975,1.0,6,LIBERTY ISLAND FERRY LANDING MANHATTAN SIDE,-74.016856495949,40.702465555006,Transportation Facility,transportation,Manhattan
15083,969,1.0,4,CENTRAL PARK DIANA ROSS PLAYGROUND,-73.970957682627,40.782246076888,Recreational Facility,recreation,Manhattan
15084,179,5.0,4,JOE HOLZKA COMMUNITY GARDEN,-74.1215645633,40.634534051533,Recreational Facility,recreation,Staten Island
15088,4193,1.0,9,FORT GEORGE PRESBYTERIAN CHURCH,-73.931621913904,40.852620121123,Religious Institution,culture,Manhattan
15089,1002536,3.0,4,HENNESSEY TRIANGLE,-73.96883528604,40.575029346764,Recreational Facility,recreation,Brooklyn
15090,17518,3.0,6,GOWANUS FLATS LIGHTED BELL BUOY 26,-74.050502496769,40.655472310928,Transportation Facility,transportation,Brooklyn
15091,638,2.0,4,WAKEFIELD PLAYGROUND,-73.854616409734,40.901858813722,Recreational Facility,recreation,Bronx
15093,1036613,3.0,4,GALAPO PLAYGROUND,-73.946730870818,40.598003668445,Recreational Facility,recreation,Brooklyn
15094,1031150,3.0,6,I-278 BQE WESTBOUND OVER YORK ST,-73.989612214736,40.701602706022,Transportation Facility,transportation,Brooklyn
15098,8839,1.0,6,WHITEHALL FERRY EAST FOG LIGHT,-74.011973687574,40.70014545672,Transportation Facility,transportation,Manhattan
15105,1034948,3.0,4,EAST 43 STREET COMMUNITY GARDEN,-73.934519125457,40.628535587995,Recreational Facility,recreation,Brooklyn
15106,1035824,4.0,4,NAKKS MALLS,-73.742757101114,40.708211064068,Recreational Facility,recreation,Queens
15107,12400,2.0,6,HUTCHINSON RIVER BUOY 2,-73.818957102194,40.864558055968,Transportation Facility,transportation,Bronx
15108,1031174,1.0,6,W 41 ST OV AMTRAK 30 ST BRCH,-73.996819974624,40.759336631297,Transportation Facility,transportation,Manhattan
15109,1039344,3.0,4,DE HOSTOS PLAYGROUND,-73.949320263322,40.702689401398,Recreational Facility,recreation,Brooklyn
15111,15080,1.0,9,JOHN ST METHODIST CHURCH,-74.008121198724,40.709143315151,Religious Institution,culture,Manhattan
15112,1033228,3.0,9,REDEEMER ST JOHNS LUTHERAN CHURCH,-74.019083673265,40.620245588512,Religious Institution,culture,Brooklyn
15116,17235,1.0,9,ST BARBARA GREEK ORTHO CHURCH,-73.994309146392,40.715132518882,Religious Institution,culture,Manhattan
15117,4091,4.0,9,MARYS NATIVITY ST ANN RC CHURCH,-73.813499897047,40.753710849346,Religious Institution,culture,Queens
15118,16023,3.0,4,EAST 4 ST COMMUNITY GARDEN,-73.977169272922,40.648360610934,Recreational Facility,recreation,Brooklyn
15122,1031172,1.0,6,W   77 ST PED BR OVER STRM TO LK,-73.972973203466,40.779512230701,Transportation Facility,transportation,Manhattan
15125,1019924,5.0,4,ALICE AUSTIN PARK,-74.063064348939,40.614815439592,Recreational Facility,recreation,Staten Island
15126,1029294,1.0,3,CAROLINES ON BROADWAY COMEDY CLUB,-73.984083489677,40.760913093389,Cultural Facility,culture,Manhattan
15127,1033629,4.0,9,CHURCH ON THE HILL,-73.798228140454,40.765274784838,Religious Institution,culture,Queens
15132,3826,1.0,9,FIRST SPANISH METHODIST CHURCH,-73.943489342609,40.795437534911,Religious Institution,culture,Manhattan
15134,17397,5.0,9,MESSIAH LUTHERAN CHURCH,-74.181582355884,40.544901421538,Religious Institution,culture,Staten Island
15135,1036769,3.0,4,RAYMOND BUSH PLAYGROUND HANDBALL COURT,-73.940177092372,40.68648766359,Recreational Facility,recreation,Brooklyn
15136,1039350,2.0,4,MERRIAM PLAYGROUND LOWER,-73.926156758857,40.839182815786,Recreational Facility,recreation,Bronx
15138,1031665,3.0,6,I-278 BQE WB OVER FURMAN ST PROM,-73.99633428101,40.699755817942,Transportation Facility,transportation,Brooklyn
15146,15871,3.0,4,GREENWOOD PLAYGROUND,-73.976394567966,40.650503344799,Recreational Facility,recreation,Brooklyn
15154,1033472,1.0,4,CENTRAL PARK THE DENE,-73.970446291854,40.770122246305,Recreational Facility,recreation,Manhattan
15163,1031466,2.0,6,WALES AVE OVER CSX PORT MORRIS,-73.908977504647,40.808026671305,Transportation Facility,transportation,Bronx
15166,1036580,3.0,4,RAPPAPORT PLAYGROUND BASKETBALL COURTS,-74.000708430381,40.636896638653,Recreational Facility,recreation,Brooklyn
15173,1036070,3.0,4,PS 40 PLAYGROUND,-73.921480233373,40.680015571919,Recreational Facility,recreation,Brooklyn
15175,1031102,1.0,6,RIVERSIDE DRIVE OVER W   96 ST,-73.975029683679,40.796023724045,Transportation Facility,transportation,Manhattan
15179,3904,1.0,9,PRIMITIVE CHRISTIAN CHURCH,-73.98779192101,40.714102085139,Religious Institution,culture,Manhattan
15180,1036895,2.0,4,BRONX PARK ALLERTON SKATE PARK,-73.871273516951,40.867039628612,Recreational Facility,recreation,Bronx
15183,418,2.0,4,JEROME PARK,-73.891786606998,40.879028815278,Recreational Facility,recreation,Bronx
15186,753,4.0,4,RAVENSWOOD PLAYGROUND,-73.935236496318,40.762825877035,Recreational Facility,recreation,Queens
15188,1032273,4.0,9,TEMPLE BETH SHOLOM OF FLUSHING,-73.794419449246,40.757998334057,Religious Institution,culture,Queens
15189,17246,3.0,9,ST AGATHAS RC CHURCH,-74.004846180092,40.643127473735,Religious Institution,culture,Brooklyn
15190,1031560,2.0,6,GUN HILL ROAD OVER BRONX RIVER,-73.868463612787,40.87791559377,Transportation Facility,transportation,Bronx
15192,19655,1.0,3,DIZZY'S CLUB COCA-COLA,-73.982858873923,40.768409603642,Cultural Facility,culture,Manhattan
15194,1021104,5.0,4,BLUEBERRY PARK,-74.160248886199,40.528533151707,Recreational Facility,recreation,Staten Island
15195,755,4.0,4,MAURICE A FITZGERALD PLAYGROUND,-73.839824240678,40.690303792801,Recreational Facility,recreation,Queens
15197,1030584,3.0,9,ST PHILIPS CHRISTIAN CHURCH,-73.942250237228,40.691145015305,Religious Institution,culture,Brooklyn
15201,578,4.0,6,JJ BYRNE MEMORIAL,-73.940169369646,40.733347848975,Transportation Facility,transportation,Queens
15206,1036664,3.0,4,ROEBLING PLAYGROUND HANDBALL COURT,-73.961901160341,40.706309228291,Recreational Facility,recreation,Brooklyn
15207,14650,2.0,3,JEROME PARK LIBRARY,-73.901193635838,40.869078141061,Cultural Facility,culture,Bronx
15208,1030605,4.0,9,MASJID DAR AL DAWAH MOSQUES,-73.910469661877,40.772950083081,Religious Institution,culture,Queens
15209,1033568,4.0,9,LAMBSGATE NEW YORK CHURCH,-73.818458659542,40.769168079339,Religious Institution,culture,Queens
15211,1035421,1.0,4,CATHERINE SLIP MALLS,-73.996173709771,40.709619900852,Recreational Facility,recreation,Manhattan
15212,4086,4.0,9,BAYSIDE ALL ST EPISCOPAL CHURCH,-73.769032792792,40.76483910283,Religious Institution,culture,Queens
15218,4062,4.0,9,OUR LADY LOURDES CHURCH,-73.736756461331,40.72278991933,Religious Institution,culture,Queens
15224,1036484,3.0,4,LINCOLN TERRACE PARK  BASKETBALL COURT,-73.926916471696,40.665691479966,Recreational Facility,recreation,Brooklyn
15225,3780,3.0,9,RUGBY CONGREGATIONAL CHURCH,-73.931017870556,40.650321490258,Religious Institution,culture,Brooklyn
15227,1031447,2.0,6,MOSHOLU PKWY OVR CONRAIL ABDND,-73.886486631653,40.900292087017,Transportation Facility,transportation,Bronx
15230,1030751,4.0,9,RESURRECTION CHURCH KEW GARDENS,-73.832561229417,40.702353343484,Religious Institution,culture,Queens
15231,678,5.0,4,PS 60 PLAYGROUND,-74.163342620424,40.610689085694,Recreational Facility,recreation,Staten Island
15234,6868,4.0,4,RUSSELL SAGE PLAYGROUND,-73.851473803138,40.723847727876,Recreational Facility,recreation,Queens
15236,1036806,4.0,4,JUDGE MOSES WEINSTEIN PLAYGROUND COMFORT STATION,-73.820436278952,40.718701938343,Recreational Facility,recreation,Queens
15241,1024869,1.0,3,NEW YORK CITY POLICE MUSEUM,-74.00809190196,40.703472337607,Cultural Facility,culture,Manhattan
15242,1031062,1.0,6,HOUSTON ST RAMP TO FDR DRIVE NB,-73.974581690721,40.719993172441,Transportation Facility,transportation,Manhattan
15244,15355,1.0,4,JAMES MADISON PLAZA,-74.000443841157,40.711504391237,Recreational Facility,recreation,Manhattan
15247,1029216,2.0,9,NEW TABERNACLE BAPTIST CHURCH,-73.878759232444,40.843943589205,Religious Institution,culture,Bronx
15249,1037196,4.0,4,JUNIPER VALLEY PARK CARDINAL BASEBALL FIELD,-73.882754751364,40.720132005167,Recreational Facility,recreation,Queens
15253,642,3.0,4,CLASSON PLAYGROUND LAFAYETTE AV,-73.960569229511,40.689484898277,Recreational Facility,recreation,Brooklyn
15255,1036483,3.0,4,LINCOLN TERRACE PARK HANDBALL COURT,-73.9271942133,40.666368320565,Recreational Facility,recreation,Brooklyn
15258,16007,3.0,4,WINTHROP PLAYGROUND,-73.954429108571,40.656614380285,Recreational Facility,recreation,Brooklyn
15262,4146,1.0,9,THY WILL BE DONE CHRISTIAN MINISTRIES,-73.946597152495,40.79000789578,Religious Institution,culture,Manhattan
15266,6319,3.0,6,CONEY ISLAND CHANNEL BUOY 9,-74.009303375538,40.568729283041,Transportation Facility,transportation,Brooklyn
15273,4073,4.0,9,FLUSHING FIRST PRESBYT CHURCH,-73.812607604452,40.761838270041,Religious Institution,culture,Queens
15275,1031044,1.0,6,BWAY BR OVR HARLEM RIV VEHICULAR,-73.910622699801,40.873982816574,Transportation Facility,transportation,Manhattan
15277,3500,4.0,4,HOWARD VON DOHLEN PLAYGROUND,-73.81299457953,40.699397694958,Recreational Facility,recreation,Queens
15278,3817,1.0,9,ST FRANCIS DE SALES RC CHURCH,-73.9512940594,40.78629743894,Religious Institution,culture,Manhattan
15279,1036025,4.0,4,COLDEN PLAYGROUND,-73.827238602848,40.770250138877,Recreational Facility,recreation,Queens
15282,15522,1.0,4,LOWER EAST SIDE ECOLOGY CENTER COMMUNITY GARDEN,-73.979681467311,40.724607884172,Recreational Facility,recreation,Manhattan
15283,71,4.0,4,SUNRISE PLAYGROUND,-73.736507680321,40.652665827084,Recreational Facility,recreation,Queens
15288,3316,5.0,9,ST SYLVESTERS CHURCH,-74.090012970434,40.607582369746,Religious Institution,culture,Staten Island
15290,1020208,3.0,6,BROOKLYN ARMY TERM,-74.025718598147,40.644245874475,Transportation Facility,transportation,Brooklyn
15292,1036408,2.0,4,TREMONT PARK,-73.895246005102,40.845279895726,Recreational Facility,recreation,Bronx
15294,6702,2.0,4,KRYSTAL COMMUNITY GARDEN,-73.881005111595,40.843850910386,Recreational Facility,recreation,Bronx
15295,1031572,2.0,6,WILLIS AV BR EXT RAMP BRCKNR BL,-73.925323758248,40.805693085342,Transportation Facility,transportation,Bronx
15296,1030607,1.0,3,RIVERBANK PARK AMPHITHEATER,-73.957483248729,40.826528619638,Cultural Facility,culture,Manhattan
15299,857,2.0,4,BRYANT HILL COMMUNITY GARDEN,-73.887233694503,40.819907180248,Recreational Facility,recreation,Bronx
15301,1035433,2.0,4,138 STREET COMMUNITY GARDEN,-73.915564079065,40.805717384844,Recreational Facility,recreation,Bronx
15302,1026936,1.0,6,DYCKMAN HOUSES 10 AVE PED,-73.922613200977,40.859437789386,Transportation Facility,transportation,Manhattan
15303,1037316,1.0,4,THE BATTERY SOUTH KIOSK,-74.015498166355,40.701750008129,Recreational Facility,recreation,Manhattan
15307,1008744,1.0,3,AMC KIPS BAY 15 THEATRE,-73.976564378628,40.743053089279,Cultural Facility,culture,Manhattan
15309,1031697,3.0,6,ST JOHNS PL OVR FRANKLIN AV SHTL,-73.95843117964,40.672627782164,Transportation Facility,transportation,Brooklyn
15311,3314,3.0,9,ALL SAINTS RC CHURCH THROOP AV,-73.944318320061,40.700862396146,Religious Institution,culture,Brooklyn
15312,1030791,1.0,9,GOOD NEWS CHURCH,-73.990380491574,40.744592675186,Religious Institution,culture,Manhattan
15313,19952,4.0,6,MEADOW,-73.836494839723,40.737074521869,Transportation Facility,transportation,Queens
15314,1026897,4.0,6,ED KOCH QUEENSBORO BR UPPER RDWY,-73.950764211872,40.755252357716,Transportation Facility,transportation,Queens
15324,1038828,3.0,4,PROSPECT PARK PARADE GROUND CFST,-73.968201277262,40.650822531731,Recreational Facility,recreation,Brooklyn
15325,6525,4.0,6,CHANNEL LIGHTED BUOY 5,-73.858139402369,40.78168370453,Transportation Facility,transportation,Queens
15327,1036823,3.0,4,DYKER BCH PRK ASPHALT BALLFIELD,-74.013826855664,40.613368268494,Recreational Facility,recreation,Brooklyn
15330,1031425,2.0,6,BRCKNR EX SB SV RD OV HTCH RV PK,-73.83755684194,40.829867415281,Transportation Facility,transportation,Bronx
15331,1040483,4.0,9,ST JOHNS LUTHERAN CHURCH 123 ST,-73.84490491739,40.780039963596,Religious Institution,culture,Queens
15333,1031101,1.0,6,WEST  134 ST OVER TERRAIN,-73.958265266595,40.82054849229,Transportation Facility,transportation,Manhattan
15336,12036,1.0,9,YORKVILLE SYNAGOGUE CONGREGATION BNAI JEHUDA,-73.953867622167,40.771810632883,Religious Institution,culture,Manhattan
15341,5402,1.0,3,SEWARD PARK LIBRARY,-73.988476640258,40.714399204126,Cultural Facility,culture,Manhattan
15342,8764,4.0,6,MOTTS BASIN BUOY 2,-73.765406308492,40.614666227541,Transportation Facility,transportation,Queens
15344,1022327,2.0,4,BALLYS GOLF LINKS AT FERRY POINT CLUB HOUSE,-73.833661406033,40.810919379156,Recreational Facility,recreation,Bronx
15345,1028151,1.0,9,TABERNACULO DE LA FE,-73.954035644955,40.81249346205,Religious Institution,culture,Manhattan
15348,1291,1.0,4,DUANE PARK,-74.009415549505,40.717200474269,Recreational Facility,recreation,Manhattan
15353,1036445,4.0,4,ST ALBANS PARK,-73.778702527964,40.69318699186,Recreational Facility,recreation,Queens
15354,1031618,5.0,6,EAST FOOTBRIDGE OVER CLOVE LAKE,-74.107990505728,40.618090714552,Transportation Facility,transportation,Staten Island
15355,5707,3.0,3,NEW UTRECHT LIBRARY,-74.003424664505,40.608032733609,Cultural Facility,culture,Brooklyn
15356,1037355,4.0,6,LAGUARDIA AIRPORT AIR TRAFFIC CONTROL TOWER,-73.873653393904,40.773348077332,Transportation Facility,transportation,Queens
15358,16561,3.0,4,LUNA PARK PLAYGROUND,-73.978348917888,40.576131809168,Recreational Facility,recreation,Brooklyn
15360,15457,3.0,9,CORNERSTONE PENTECOSTAL CHURCH,-73.910052906879,40.662047922636,Religious Institution,culture,Brooklyn
15366,4209,5.0,9,OUR LADY QUEEN OF PEACE CONVENT,-74.117572723861,40.57512565765,Religious Institution,culture,Staten Island
15367,15595,2.0,9,ST THERESAS CHURCH,-73.833687210224,40.849796397473,Religious Institution,culture,Bronx
15370,1031263,4.0,6,FARMERS BL OV BELT SOUTHERN PKWY,-73.766984631088,40.666987523516,Transportation Facility,transportation,Queens
15371,3354,3.0,6,30 STREET PIER,-74.007545418897,40.661650238217,Transportation Facility,transportation,Brooklyn
15376,1022166,3.0,6,RED HOOK CONTAINER TERMINAL,-74.005961634485,40.683686607432,Transportation Facility,transportation,Brooklyn
15378,1028828,1.0,3,MET BREUER,-73.963955540014,40.773481171655,Cultural Facility,culture,Manhattan
15379,18444,1.0,3,MITZI E NEWHOUSE THEATER,-73.984320514556,40.773679634294,Cultural Facility,culture,Manhattan
15381,8623,4.0,6,NORTH CHANNEL BUOY 33,-73.829084767119,40.643779188387,Transportation Facility,transportation,Queens
15383,1031507,2.0,6,EAST  168 ST OVER METRO N HARLEM,-73.908362846011,40.831919316992,Transportation Facility,transportation,Bronx
15386,1031516,2.0,6,EAST  179 PED BR OV METRO N HRLM,-73.897884361959,40.850124406655,Transportation Facility,transportation,Bronx
15387,1018366,1.0,3,QUAD CINEMA,-73.99598898798,40.735952278826,Cultural Facility,culture,Manhattan
15389,6663,3.0,4,POWELL STREET BLOCK ASSOCIATION GARDEN,-73.900904996943,40.658502514924,Recreational Facility,recreation,Brooklyn
15390,19209,1.0,6,PIER 69-E 21 ST,-73.974123224968,40.733569533556,Transportation Facility,transportation,Manhattan
15391,6745,4.0,6,ROCKAWAY INLET LIGHTED BUOY 9,-73.942470488925,40.558108311019,Transportation Facility,transportation,Queens
15392,13632,3.0,3,SUNSET PARK LIBRARY,-74.007977307525,40.650522254739,Cultural Facility,culture,Brooklyn
15394,463,2.0,4,PATTERSON PLAYGROUND,-73.922072792679,40.815798961539,Recreational Facility,recreation,Bronx
15395,9114,2.0,4,MANHEM CLUB BEACH,-73.813991360012,40.82933952825,Recreational Facility,recreation,Bronx
15398,1027453,3.0,4,LEIF ERICSON PARK PLAYGROUND 8 AV,-74.01318802263,40.631529028309,Recreational Facility,recreation,Brooklyn
15403,1028678,4.0,9,AMERICAN MARTYRS CHURCH BAYSIDE,-73.754953332353,40.73475075451,Religious Institution,culture,Queens
15404,1039327,3.0,9,OL SOLACE CHURCH,-73.985415426519,40.576984432063,Religious Institution,culture,Brooklyn
15405,15284,3.0,9,INSTITUTIONAL CHURCH OF GOD,-73.971987903679,40.69252392076,Religious Institution,culture,Brooklyn
15407,12591,4.0,6,LITTLE NECK BAY APPROACH ANCHORAGE BUOY A,-73.764174379284,40.782244500508,Transportation Facility,transportation,Queens
15412,21,5.0,4,BUNKER PONDS PARK,-74.182959068237,40.523533929737,Recreational Facility,recreation,Staten Island
15413,465,1.0,4,WILLIAM MCCRAY PLAYGROUND,-73.937837194584,40.815601738205,Recreational Facility,recreation,Manhattan
15417,9719,3.0,4,SUNSET PARK COMFORT STATION,-74.005034010242,40.647694711567,Recreational Facility,recreation,Brooklyn
15418,1029893,3.0,4,VAN VOORHEES PLAYGROUND,-73.999481285293,40.689800792551,Recreational Facility,recreation,Brooklyn
15420,1040249,4.0,9,OUR SAVIOUR NY CHURCH,-73.863523711468,40.727639813375,Religious Institution,culture,Queens
15423,16982,3.0,4,BRIGHTON BEACH,-73.958458350561,40.574592841977,Recreational Facility,recreation,Brooklyn
15427,3222,1.0,9,FIRST BAPTIST CHURCH FREDERICK DOUGLASS BLVD,-73.942813504104,40.822060904094,Religious Institution,culture,Manhattan
15428,3727,3.0,9,ANDREWS METHODIST CHURCH,-73.877031606002,40.685302632147,Religious Institution,culture,Brooklyn
15431,1030473,3.0,4,TILDEN FOOTBALL FIELD,-73.922167299929,40.647329058905,Recreational Facility,recreation,Brooklyn
15434,1037715,5.0,4,LEMON CREEK PARK,-74.198883326339,40.51220930447,Recreational Facility,recreation,Staten Island
15438,3858,3.0,9,AAA SFARD CONGREGATION,-73.898001707269,40.637932129735,Religious Institution,culture,Brooklyn
15450,1031307,3.0,6,PULASKI BR OVR NEWTOWN CRK BKLYN,-73.952590342327,40.739201053332,Transportation Facility,transportation,Brooklyn
15452,1036597,3.0,4,MELLETT PLAYGROUND COMFORT STATION,-73.957393327652,40.597081374079,Recreational Facility,recreation,Brooklyn
15455,1031148,1.0,6,WILLIAMSBURG BRIDGE WB RB,-73.975827389813,40.71478666557,Transportation Facility,transportation,Manhattan
15456,3952,2.0,9,RIVERDALE PRESBYTERIAN CHURCH,-73.908541389638,40.896005981171,Religious Institution,culture,Bronx
15460,1005584,1.0,6,LIBERTY ISLAND SECURITY ZONE BUOY LISZ2,-74.042074079273,40.688614283825,Transportation Facility,transportation,Manhattan
15462,13400,4.0,6,JAMAICA TRAIN YARD,-73.828813048413,40.719964814243,Transportation Facility,transportation,Queens
15466,1035564,2.0,4,PELHAM BAY PARK DOG RUN,-73.820985419774,40.850582157374,Recreational Facility,recreation,Bronx
15467,10107,1.0,9,ST ELIZABETH ANN SETON SHRINE,-74.013734503052,40.702600128879,Religious Institution,culture,Manhattan
15470,1031128,1.0,6,HHP OV PED UNDERPASS AT 148 ST,-73.950426825486,40.82893397352,Transportation Facility,transportation,Manhattan
