,PLACEID,BOROUGH CODE,FACILITY TYPE,FEATURE NAME,longitude,latitude,FACILITY TYPE NAME,ACTIVITY_CATEGORY,BOROUGH NAME
9292,75,4.0,4,BROAD CHANNEL PARK,-73.819851275417,40.601091065093,Recreational Facility,recreation,Queens
9293,14757,4.0,6,MTA JAMAICA DEPOT,-73.791190546619,40.701444373875,Transportation Facility,transportation,Queens
9295,12056,3.0,9,CONGREGATION AHAVAS ISRAEL,-73.956385428289,40.728414791968,Religious Institution,culture,Brooklyn
9297,1035519,2.0,4,MULLALY PARK WOMENS BATHHOUSE,-73.923875940463,40.831823902276,Recreational Facility,recreation,Bronx
9298,1031387,4.0,6,J R PKWY UNION TPKE OV AUSTIN ST,-73.833619185369,40.713053465764,Transportation Facility,transportation,Queens
9301,1031948,5.0,4,OCEAN BREEZE TRACK & FIELD ATHLETIC COMPLEX,-74.075121331204,40.583178742794,Recreational Facility,recreation,Staten Island
9302,1035520,2.0,4,FT INDEPENDENCE PLAYGROUND COMFORT STATION,-73.89591271629,40.88163118004,Recreational Facility,recreation,Bronx
9304,1016759,4.0,6,JFK TERMINAL 5 PARKING GARAGE,-73.779593832437,40.645972511977,Transportation Facility,transportation,Queens
9305,1064,2.0,4,HAFFEN PARK PLAYGROUND,-73.838836019309,40.873425918387,Recreational Facility,recreation,Bronx
9307,1007285,1.0,4,SPORTIME RANDALLS ISLAND TENNIS CENTER,-73.919141001605,40.792877997416,Recreational Facility,recreation,Manhattan
9312,1031320,4.0,6,WOODSIDE AVENUE OVER LIRR,-73.901076306553,40.744177936096,Transportation Facility,transportation,Queens
9314,3996,2.0,9,ST JOHNS VISITATION PARISH CHURCH,-73.907568142963,40.879211339571,Religious Institution,culture,Bronx
9321,3846,1.0,9,CENTRAL PRESBYTERIAN CHURCH,-73.967270358007,40.76572372207,Religious Institution,culture,Manhattan
9323,312,3.0,4,BIG RED GARDEN,-73.88958576372,40.668739888674,Recreational Facility,recreation,Brooklyn
9324,15104,3.0,9,UNION TEMPLE BROOKLYN,-73.968101817092,40.673317283828,Religious Institution,culture,Brooklyn
9326,10288,5.0,3,INTEGRATED COMMUNITY CENTER VICTORY BLVD,-74.088698386801,40.630856363926,Cultural Facility,culture,Staten Island
9331,3884,3.0,9,SALEM MISSIONARY BAPTIST CHURCH,-73.959137677202,40.647172180906,Religious Institution,culture,Brooklyn
9332,15100,1.0,9,CHRISTIAN MISSIONARY CHURCH,-73.978031659718,40.723910408046,Religious Institution,culture,Manhattan
9334,14016,3.0,6,GERRITSEN INLET LIGHTED BUOY 4,-73.917210965023,40.574902110415,Transportation Facility,transportation,Brooklyn
9338,1036282,4.0,4,RAIMONDA PLAYGROUND BASKETBALL COURTS,-73.897199632794,40.772799007199,Recreational Facility,recreation,Queens
9341,1039586,3.0,4,PO REINALDO SALGADO PLAYGROUND,-73.925838350218,40.687928871236,Recreational Facility,recreation,Brooklyn
9350,1031731,3.0,6,CATON AV OVER NYCTA BRIGHTON,-73.962571708258,40.651709952553,Transportation Facility,transportation,Brooklyn
9352,5791,1.0,3,NEW AMSTERDAM LIBRARY,-74.00787066239,40.71358510726,Cultural Facility,culture,Manhattan
9361,1040109,4.0,9,SS JOACHIM AND ANNE PARISH,-73.738915588695,40.712277155189,Religious Institution,culture,Queens
9363,3398,5.0,4,WILLOWBROOK PARK ARCHERY,-74.15635583144,40.602528615183,Recreational Facility,recreation,Staten Island
9367,3828,1.0,9,NY BUDDHIST CHURCH,-73.97021424551,40.801761866188,Religious Institution,culture,Manhattan
9370,1031771,3.0,6,50 ST OVER LIRR BAY RDGE LINE,-73.979813697039,40.62667451347,Transportation Facility,transportation,Brooklyn
9371,6721,4.0,6,AMBROSE CHANNEL LIGHTED BUOY 3,-73.912254591208,40.484599238059,Transportation Facility,transportation,Queens
9378,1031545,2.0,6,GRAND CONCOURSE OVER E  161 ST,-73.92272448154,40.826812585961,Transportation Facility,transportation,Bronx
9380,1035098,3.0,4,PATCHEN COMMUNITY SQUARE GARDEN,-73.927097197812,40.686541290083,Recreational Facility,recreation,Brooklyn
9381,291,1.0,4,HARLEM RIVER PARK E 127 ST HARLEM RIVER DRIVE,-73.931546977544,40.80376981574,Recreational Facility,recreation,Manhattan
9382,3878,1.0,9,WEST PARK PRESBYTERIAN CHURCH,-73.974631777424,40.787787055791,Religious Institution,culture,Manhattan
9384,6528,4.0,6,EAST RIVER MAIN CHANNEL GONG BUOY 3,-73.851399047262,40.798483649455,Transportation Facility,transportation,Queens
9388,18441,1.0,3,YMCA CHINATOWN CORNERSTONE 2 BRIDGES OMMUNITY CENTER,-73.986177238576,40.710759162014,Cultural Facility,culture,Manhattan
9389,1003084,2.0,4,BRONX ZOO - GIFT SHOP NEAR TIGER MOUNTAIN,-73.877929376978,40.850833245567,Recreational Facility,recreation,Bronx
9392,1031478,2.0,6,BRYANT AVE OVER AMTRAK AND CSX,-73.887767708802,40.82148846495,Transportation Facility,transportation,Bronx
9395,1036651,3.0,4,NOSTRAND PLAYGROUND HANDBALL COURT,-73.946608685145,40.638486424146,Recreational Facility,recreation,Brooklyn
9396,1036399,3.0,4,CYPRESS HILLS PLAYGROUND RUNNING TRACK,-73.871371981528,40.670905470074,Recreational Facility,recreation,Brooklyn
9399,1031555,2.0,6,GRAND CONCOURSE OVR BURNSIDE AVE,-73.903453958285,40.852384316237,Transportation Facility,transportation,Bronx
9409,1035729,4.0,4,DR CHARLES R DREW PARK COURT,-73.803047171621,40.680035476913,Recreational Facility,recreation,Queens
9411,1033137,5.0,4,STONEHENGE DPR BOROUGH HEADQUARTERS,-74.105598463391,40.61798036706,Recreational Facility,recreation,Staten Island
9413,1039126,3.0,4,MINIATURE GOLF COURSE AT GATEWAY,-73.90135552973,40.589618021303,Recreational Facility,recreation,Brooklyn
9417,1029198,4.0,4,PETE STAIANO FIELDS,-73.715562364135,40.749732885558,Recreational Facility,recreation,Queens
9418,1024265,1.0,4,HIGHBRIDGE PARK DOG RUN,-73.924895828817,40.855694358638,Recreational Facility,recreation,Manhattan
9421,1024166,1.0,4,FT TRYON PARK LINDEN TERRACE,-73.933384820259,40.861822349856,Recreational Facility,recreation,Manhattan
9427,1040373,3.0,9,FIRST CONGREGATION ANSHE SFARD,-73.988063314008,40.635965806933,Religious Institution,culture,Brooklyn
9428,1031970,4.0,4,JUNIPER VALLEY PARK BOCCE COURTS,-73.877487546311,40.721158167174,Recreational Facility,recreation,Queens
9432,19368,3.0,6,PIER 3 ERIE BASIN,-74.012931752372,40.670175968714,Transportation Facility,transportation,Brooklyn
9439,5827,1.0,3,NATIONAL ACADEMY MUSEUM,-73.958557568761,40.783646975579,Cultural Facility,culture,Manhattan
9441,3569,1.0,9,ST VINCENTS FERRER CHURCH,-73.964764696298,40.766283354329,Religious Institution,culture,Manhattan
9444,1031606,5.0,6,NEW DORP LANE OV SIRT SOUTH SHORE,-74.116445977715,40.574034178581,Transportation Facility,transportation,Staten Island
9449,1035331,2.0,4,ORCHARD BEACH TWENTY SIX COURTS COMFORT STATION,-73.7903926055,40.86985688217,Recreational Facility,recreation,Bronx
9452,1031024,1.0,6,W 56 ST OV AMTRAK 30 ST BRANCH,-73.990862499029,40.769200918592,Transportation Facility,transportation,Manhattan
9453,1027970,3.0,9,BLESSED ASSURANCE CHURCH OF GOD,-73.909292050328,40.678357393949,Religious Institution,culture,Brooklyn
9457,1036001,3.0,4,MCCARREN PARK GREEN DOME,-73.952790089208,40.719609767874,Recreational Facility,recreation,Brooklyn
9464,17353,2.0,4,PLAYGROUND FOR ALL CHILDREN,-73.82564863182,40.84857027359,Recreational Facility,recreation,Bronx
9467,1032092,3.0,9,OHEL DAVID & SHLOMO SYNAGOGUE,-73.947771904758,40.581440789333,Religious Institution,culture,Brooklyn
9469,1031852,4.0,6,METROPOLITAN AVENUE OVER LIRR,-73.900373241643,40.712727672936,Transportation Facility,transportation,Queens
9473,1022485,4.0,4,FRANCIS LEWIS PARK,-73.82521101644,40.796572239953,Recreational Facility,recreation,Queens
9475,1030818,1.0,9,METROPOLITAN COMMUNITY CHURCH,-73.997466958041,40.75540276547,Religious Institution,culture,Manhattan
9476,1026034,4.0,4,HAMILTON BEACH PARK,-73.827579568657,40.649964539196,Recreational Facility,recreation,Queens
9479,1036599,3.0,4,GALAPO PLAYGROUND COMFORT STATION,-73.946769180001,40.597908653059,Recreational Facility,recreation,Brooklyn
9481,1036732,3.0,4,BILDERSEE PLAYGROUND HANDBALL COURTS,-73.911674525905,40.636134637294,Recreational Facility,recreation,Brooklyn
9486,1022024,3.0,4,EAST RIVER STATE PARK,-73.961703709504,40.721313365208,Recreational Facility,recreation,Brooklyn
9487,1031799,3.0,6,17 AV PEDESTRIAN,-74.011758757813,40.601710204591,Transportation Facility,transportation,Brooklyn
9488,17570,4.0,6,GRASS HASSOCK CHANNEL BUOY M,-73.772182043378,40.615150387835,Transportation Facility,transportation,Queens
9491,1008746,3.0,6,CONEY ISLAND PIER,-73.983642260863,40.571232772474,Transportation Facility,transportation,Brooklyn
9493,1017692,1.0,3,PUBLIC THEATER,-73.991710694336,40.729077320123,Cultural Facility,culture,Manhattan
9497,3802,3.0,9,CONCORD BAPTIST CHURCH,-73.946804951534,40.684684815568,Religious Institution,culture,Brooklyn
9499,1036067,3.0,4,PS 306 PLAYGROUND,-73.886374109102,40.654825161744,Recreational Facility,recreation,Brooklyn
9500,5942,1.0,3,CHILDREN'S MUSEUM OF MANHATTAN,-73.977299807082,40.785923200474,Cultural Facility,culture,Manhattan
9504,1002544,3.0,6,PIER 10 SHEEPSHEAD BAY,-73.947147901801,40.583368249982,Transportation Facility,transportation,Brooklyn
9508,1022504,4.0,4,FLUSHING FIELDS,-73.816599365476,40.774735910696,Recreational Facility,recreation,Queens
9509,3527,3.0,9,MOST HOLY TRINITY CHURCH ST MARY,-73.944210367905,40.707027540378,Religious Institution,culture,Brooklyn
9511,1031499,2.0,6,E  144 ST OV METRO N HARLEM LANE,-73.926858439125,40.816181279408,Transportation Facility,transportation,Bronx
9513,1002378,5.0,4,GOODHUE PARK BASKETBALL COURT,-74.093169402793,40.635376910629,Recreational Facility,recreation,Staten Island
9518,395,1.0,4,HARLEM GROWN 134 STREET FARM,-73.942793702103,40.813843394402,Recreational Facility,recreation,Manhattan
9527,1036115,3.0,4,PS 31 PLAYGROUND,-73.953953774919,40.727135808371,Recreational Facility,recreation,Brooklyn
9528,5861,5.0,3,DONGAN HILLS LIBRARY,-74.101137533495,40.590434731596,Cultural Facility,culture,Staten Island
9531,14561,5.0,6,KILL VAN KULL CHANNEL LIGHTED BUOY 9,-74.107329358058,40.646311090142,Transportation Facility,transportation,Staten Island
9533,14761,1.0,4,CHELSEA RECREATION CENTER,-74.002286178366,40.748346142195,Recreational Facility,recreation,Manhattan
9537,13832,4.0,4,FOREST PARK TENNIS COURTS,-73.856865822019,40.697412642484,Recreational Facility,recreation,Queens
9539,1036301,4.0,4,THE PAINTERS PLAYGROUND BALLFIELD,-73.860437269728,40.720686811719,Recreational Facility,recreation,Queens
9540,1031173,1.0,6,W 218 ST BR OV HARLEM RIV INLET,-73.919148533453,40.873404214077,Transportation Facility,transportation,Manhattan
9543,1035405,1.0,4,SEWARD PARK PLAYGROUND ESSEX ST,-73.989580737264,40.714497564221,Recreational Facility,recreation,Manhattan
9544,13701,3.0,6,NORTH CHANNEL BUOY 24,-73.864735767577,40.63812607484,Transportation Facility,transportation,Brooklyn
9546,1032191,2.0,9,RIVERDALE TEMPLE,-73.912732223404,40.89163554549,Religious Institution,culture,Bronx
9549,3724,1.0,9,ST JOSEPHS RC CHAPEL,-74.016945675722,40.711587039847,Religious Institution,culture,Manhattan
9552,1031027,1.0,6,W DRV OVR PED PATH OPP W   82 ST,-73.969409875285,40.781811566342,Transportation Facility,transportation,Manhattan
9553,1031759,3.0,6,NOSTRAND AVE OVER LIRR BAY RIDGE,-73.947432997252,40.63057070567,Transportation Facility,transportation,Brooklyn
9555,1433,2.0,4,MIELE PARK,-73.826117322662,40.834701350844,Recreational Facility,recreation,Bronx
9559,5778,3.0,3,MILL BASIN LIBRARY,-73.916997717447,40.619876627405,Cultural Facility,culture,Brooklyn
9562,1002525,3.0,9,ST THOMAS AQUINAS CHURCH HENDRICKSON ST,-73.935567045878,40.619840168109,Religious Institution,culture,Brooklyn
9563,1027972,3.0,9,SPANISH AMERICAN CRISTIAN CHURCH,-73.909790889375,40.678381731541,Religious Institution,culture,Brooklyn
9564,1036658,3.0,4,HOWARD PLAYGROUND COMFORT STATION,-73.90909542212,40.672815448009,Recreational Facility,recreation,Brooklyn
9565,6290,2.0,4,WHITE CROSS FISHING CLUB LOCKERS,-73.815800993965,40.831344964986,Recreational Facility,recreation,Bronx
9568,1031211,1.0,6,WEST   79 STREET OVER AMTRAK,-73.983141274358,40.785159873803,Transportation Facility,transportation,Manhattan
9569,1033450,2.0,9,BRONX BAPTIST CHURCH,-73.895533991066,40.859831493615,Religious Institution,culture,Bronx
9570,1036636,3.0,4,GLENWOOD PLAYGROUND SOCCER FIELD,-73.919830331295,40.636854005267,Recreational Facility,recreation,Brooklyn
9575,7669,3.0,4,PROSPECT PARK TENNIS HOUSE,-73.973226820975,40.663576876063,Recreational Facility,recreation,Brooklyn
9577,1030610,1.0,4,RIVERBANK PARK BASEBALL FIELD,-73.958720517043,40.823914493947,Recreational Facility,recreation,Manhattan
9578,6873,3.0,4,PIGEON PLAZA,-73.994505921849,40.640251226421,Recreational Facility,recreation,Brooklyn
9582,1018367,1.0,3,REGAL UNION SQUARE STADIUM 14,-73.990629561032,40.734091136403,Cultural Facility,culture,Manhattan
9584,3232,1.0,9,UNION BAPTIST CHURCH,-73.940895994545,40.822161639399,Religious Institution,culture,Manhattan
9587,16039,1.0,4,MOBILIZATION FOR CHANGE COMMUNITY GARDEN,-73.962246530097,40.799746763176,Recreational Facility,recreation,Manhattan
9590,9350,3.0,4,PROSPECT PARK PARKSIDE SHELTER,-73.965402543766,40.654765507548,Recreational Facility,recreation,Brooklyn
9592,1022564,2.0,4,TURTLE COVE GOLF CENTER,-73.807542034605,40.863419222153,Recreational Facility,recreation,Bronx
9594,1031597,5.0,6,ANNADALE ROAD OVR SIRT SOUTH SHR,-74.177300115119,40.540648710716,Transportation Facility,transportation,Staten Island
9595,1036586,3.0,4,COMMODORE BARRY PARK,-73.978938308298,40.697303387483,Recreational Facility,recreation,Brooklyn
9596,1032534,3.0,4,BROOKLYN HEIGHTS PROMENADE AT MONTAGUE ST,-73.998113732046,40.695856622234,Recreational Facility,recreation,Brooklyn
9603,3219,1.0,9,ST LUKES EPISCP CH,-73.947542617304,40.822110366388,Religious Institution,culture,Manhattan
9604,13406,3.0,9,FLATLANDS REFORM CHURCH COMPLEX,-73.936669636948,40.623895697919,Religious Institution,culture,Brooklyn
9605,985,2.0,4,PARQUE DE LOS NINOS PLAYGROUND,-73.873612975759,40.827039549658,Recreational Facility,recreation,Bronx
9609,1002086,3.0,9,CHABAD OF BENSONHURST CONGREGATION TIFERETH TORAH,-73.989826484647,40.602584906577,Religious Institution,culture,Brooklyn
9611,1519,3.0,4,AMERICAN HEART GARDEN,-73.946694812345,40.693226816791,Recreational Facility,recreation,Brooklyn
9613,1039071,1.0,4,HAPPY WARRIOR PLAYGROUND,-73.968597347538,40.795492990373,Recreational Facility,recreation,Manhattan
9625,1024210,1.0,4,FT TRYON PARK HISTORIC FLAG POLE,-73.934221041734,40.858687995656,Recreational Facility,recreation,Manhattan
9626,1031194,1.0,6,CNTRL PK W DR OV STREAM TO LAKE,-73.972415495686,40.778612443443,Transportation Facility,transportation,Manhattan
9629,1515,4.0,4,CORONA PLAZA,-73.862251952741,40.749736081787,Recreational Facility,recreation,Queens
9632,15760,4.0,9,ST JOSAPHAT CHURCH,-73.777453765001,40.768537106102,Religious Institution,culture,Queens
9633,1030133,3.0,4,PARKVILLE FIELD COMPLEX,-74.011433261505,40.631726264572,Recreational Facility,recreation,Brooklyn
9639,14868,3.0,4,FORT GREENE PARK PLAYGROUND,-73.973670689153,40.690224927336,Recreational Facility,recreation,Brooklyn
9643,1031060,1.0,6,RANDALL ISLND CONN PD OV BX KILL,-73.91634142491,40.797778276109,Transportation Facility,transportation,Manhattan
9646,1002367,3.0,4,BEN VITALE ATHLETIC FIELDS,-74.019374806759,40.605825523173,Recreational Facility,recreation,Brooklyn
9647,1028333,1.0,4,LIGHTHOUSE PARK,-73.941031962925,40.771911778428,Recreational Facility,recreation,Manhattan
9649,7609,1.0,6,PIER 62,-74.008444942898,40.748386038602,Transportation Facility,transportation,Manhattan
9651,1032589,3.0,4,CAPTAIN JOHN MCKENNA IV PARK,-73.977582207593,40.652504081569,Recreational Facility,recreation,Brooklyn
9652,7599,1.0,6,BATTERY MARITIME BUILDING FERRY,-74.011788595095,40.701195380908,Transportation Facility,transportation,Manhattan
9654,6993,3.0,4,CONEY ISLAND BEACH,-73.979848029676,40.572687211034,Recreational Facility,recreation,Brooklyn
9655,14773,3.0,4,METROPOLITAN RECREATION CENTER,-73.960439672069,40.715071440815,Recreational Facility,recreation,Brooklyn
9657,3325,3.0,9,VISITATION CHURCH,-74.009010571461,40.678688057604,Religious Institution,culture,Brooklyn
9658,1039532,1.0,4,CORPORAL JOHN A SERAVALLI PLAYGROUND,-74.004794972529,40.739079405031,Recreational Facility,recreation,Manhattan
9659,9886,3.0,9,ST FRANCES CABRINI CHURCH,-74.00808479057,40.610188613649,Religious Institution,culture,Brooklyn
9661,1036710,3.0,4,PINK PLAYGROUND BASKETBALL COURT,-73.862878606131,40.666343549692,Recreational Facility,recreation,Brooklyn
9664,1036162,3.0,4,SUMPTER STREET COMMUNITY GARDEN,-73.91755072541,40.680129727767,Recreational Facility,recreation,Brooklyn
9675,1008337,2.0,4,BRONX ZOO WILD ASIA MONORAIL,-73.875953733911,40.845484617086,Recreational Facility,recreation,Bronx
9676,294,2.0,4,BARRY PLAZA,-73.904824484017,40.843096995282,Recreational Facility,recreation,Bronx
9678,1006907,5.0,6,PURPLE HEART MEMORIAL,-74.169729372166,40.56655250923,Transportation Facility,transportation,Staten Island
9680,1036598,3.0,4,SARSFIELD PLAYGROUND COMFORT STATION,-73.937182397551,40.620346915547,Recreational Facility,recreation,Brooklyn
9681,15860,4.0,4,SPARROWS NEST COMMUNITY GARDEN,-73.859126714923,40.7402992546,Recreational Facility,recreation,Queens
9683,15253,1.0,9,COMMUNITY CHURCH OF NY,-73.981560052777,40.747843937024,Religious Institution,culture,Manhattan
9686,17015,1.0,4,MCCAFFREY PLAYGROUND,-73.991394747637,40.759014362401,Recreational Facility,recreation,Manhattan
9687,1028349,2.0,4,CROTONA PARK BOXCAR PLAYGROUND SOFTBALL 6,-73.892504389066,40.836985453475,Recreational Facility,recreation,Bronx
9689,5645,4.0,3,LAURELTON LIBRARY,-73.745612660736,40.676925833356,Cultural Facility,culture,Queens
9690,152,3.0,4,MARCY GREEN CENTER,-73.957034854951,40.709370760916,Recreational Facility,recreation,Brooklyn
9695,1036847,3.0,4,NOSTRAND PLAYGROUND,-73.947059362966,40.638123071129,Recreational Facility,recreation,Brooklyn
9696,1027028,4.0,6,JFK BUILDING 91,-73.800035897178,40.645053852502,Transportation Facility,transportation,Queens
9697,16616,3.0,3,EDITH AND CARL MARKS JEWISH COMMUNITY HOUSE OF BENSONHURST,-73.989759630892,40.606269324129,Cultural Facility,culture,Brooklyn
9698,1310,1.0,4,DREAM STREET PARK,-73.935056945512,40.802718697411,Recreational Facility,recreation,Manhattan
9699,1031928,2.0,9,GREEN PASTURES BAPTIST CHURCH,-73.877007902665,40.826708508486,Religious Institution,culture,Bronx
9706,5561,4.0,9,YOUNG ISRAEL QUEENS VALLEY,-73.81944614568,40.721475446553,Religious Institution,culture,Queens
9711,6473,3.0,6,BERGEN BEACH YACHT CLUB,-73.909049313527,40.607029111778,Transportation Facility,transportation,Brooklyn
9714,1036447,4.0,4,WHITESTONE PLAYGROUND,-73.808416972724,40.79200607798,Recreational Facility,recreation,Queens
9718,17560,4.0,6,COLLEGE POINT REEF LIGHT CP,-73.850938424459,40.797645498425,Transportation Facility,transportation,Queens
9720,14948,1.0,9,GRACE ST PAULS LUTHERAN CHURCH,-73.980133971032,40.777250692067,Religious Institution,culture,Manhattan
9721,1036104,3.0,4,462 HALSEY COMMUNITY FARM,-73.935685113521,40.68328626065,Recreational Facility,recreation,Brooklyn
9722,14766,3.0,4,DYKER BEACH PARK BALLFIELD 5,-74.013911724938,40.611330037778,Recreational Facility,recreation,Brooklyn
9723,1031257,4.0,6,49 ST OVER GRAND CNTRL PARKWAY,-73.901872247669,40.767592291085,Transportation Facility,transportation,Queens
9724,6542,2.0,6,HUTCHINSON RIVER BUOY 6,-73.822535769769,40.875032193815,Transportation Facility,transportation,Bronx
